date,latitude,longitude,year,rainfall_mm,RE_mm,SM_prev,soil_deficit,dem_m,slope_deg,TWI,HAND_m,ks_mmh,psi_cm,theta_s,label
2020-07-31,40.232568,116.228636,2020,37.6579670107642,33.968,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2020-07-31,39.97912,116.478515,2020,49.50588529789376,5.585,0.3345,0.1302,40.0,3.3653,10.1232,1.0,123.5423,-7.8387,0.4647,1
2020-07-31,39.984489,116.300067,2020,60.49699718442638,21.771,0.3593,0.1055,52.0,3.3084,11.932,3.0,123.794,-7.837,0.4648,1
2020-07-31,39.842625,116.257933,2020,44.4473302051283,39.764,0.3306,0.1341,51.0,3.159,10.592,0.0,31.3152,-24.5368,0.4647,1
2020-07-31,39.845321,116.257168,2020,44.4473302051283,40.069,0.3369,0.1305,53.0,3.3084,10.5457,2.0,30.0609,-26.0411,0.4674,1
2020-07-31,39.810888,116.204004,2020,44.4473302051283,18.76,0.4096,0.0379,51.0,1.4707,19.3487,0.0,108.5235,-8.1711,0.4475,1
2020-07-31,39.837833,116.21258,2020,44.4473302051283,22.924,0.4402,0.0074,56.0,3.6526,10.7342,1.0,98.8434,-9.0954,0.4476,1
2020-07-31,39.774398,116.166069,2020,57.03469407320247,4.374,0.2854,0.1794,44.0,3.0558,12.7047,0.0,128.874,-7.837,0.4648,1
2020-07-31,39.799393,116.223216,2020,43.01584624669817,21.595,0.436,0.0115,56.0,2.2264,10.5369,1.0,98.591,-9.106,0.4475,1
2020-07-31,40.295281,116.664272,2020,27.37398002675658,5.798,0.1476,0.2999,38.0,0.9361,16.5828,0.0,108.009,-8.176,0.4475,1
2020-07-31,40.295281,116.648351,2020,27.37398002675658,5.798,0.2024,0.2451,43.0,0.9361,11.4038,3.0,108.009,-8.176,0.4475,1
2020-07-31,40.340813,116.750316,2020,49.86690950036305,19.037,0.1918,0.268,54.0,1.5231,11.3223,2.0,84.3213,-13.6101,0.4598,1
2020-08-09,40.233214,116.358662,2020,0.0,0.0,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2020-08-09,40.232568,116.228636,2020,0.0,0.0,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2020-08-09,39.902702,116.571962,2020,0.6067001483217969,0.0,0.3836,0.081,30.0,0.7577,13.9178,2.0,125.312,-7.795,0.4646,1
2020-08-09,40.069132,116.384865,2020,0.0,0.0,0.3882,0.0821,37.0,2.284,18.9133,0.0,36.91,-20.643,0.4703,1
2020-08-11,40.178113,116.423676,2020,0.0,0.0,0.2989,0.1624,33.0,0.7577,14.1001,1.0,33.595,-19.782,0.4615,0
2020-08-12,40.232568,116.228636,2020,41.67621251592846,37.987,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2020-08-12,39.902702,116.571962,2020,29.77865526763657,2.914,0.3194,0.1452,30.0,0.7577,13.9178,2.0,125.312,-7.795,0.4646,1
2020-08-12,39.929543,116.248293,2020,46.08339209638511,40.119,0.3454,0.1284,67.0,3.044,10.2237,6.0,38.423,-17.839,0.4738,1
2020-08-12,39.984489,116.300067,2020,32.908204330144386,3.578,0.4313,0.0335,52.0,3.3084,11.932,3.0,123.794,-7.837,0.4648,1
2020-08-12,39.903404,116.285473,2020,46.08339209638511,44.084,0.4464,0.0,61.0,2.842,10.9856,4.0,0.01,-10.0,0.1,1
2020-08-12,39.90071,116.328174,2020,32.908204330144386,30.908,0.3235,0.0,50.0,1.8416,12.1131,1.0,0.01,-10.0,0.1,1
2020-08-12,39.861699,116.271426,2020,31.88839668992708,26.083,0.488,0.0,54.0,3.483,10.0887,2.0,29.81,-26.342,0.468,1
2020-08-12,39.854141,116.261096,2020,31.88839668992708,28.395,0.4381,0.0299,56.0,1.1967,11.1581,4.0,29.945,-26.3163,0.468,1
2020-08-12,39.845321,116.257168,2020,31.88839668992708,28.381,0.3917,0.0757,53.0,3.3084,10.5457,2.0,30.0609,-26.0411,0.4674,1
2020-08-12,39.810888,116.204004,2020,31.88839668992708,6.72,0.4052,0.0423,51.0,1.4707,19.3487,0.0,108.5235,-8.1711,0.4475,1
2020-08-12,39.837833,116.21258,2020,31.88839668992708,10.365,0.4344,0.0132,56.0,3.6526,10.7342,1.0,98.8434,-9.0954,0.4476,1
2020-08-12,39.85523,116.220412,2020,31.88839668992708,25.875,0.4237,0.0428,57.0,0.3809,16.6206,0.0,46.7405,-22.8765,0.4665,1
2020-08-12,39.8857,116.300439,2020,26.416024018449868,2.27,0.4586,0.0071,51.0,2.2115,11.2368,0.0,126.984,-7.82,0.4657,1
2020-08-12,39.774398,116.166069,2020,17.455809936141247,1.228,0.3016,0.1632,44.0,3.0558,12.7047,0.0,128.874,-7.837,0.4648,1
2020-08-12,40.233214,116.358662,2020,34.11432144515534,25.179,0.2392,0.2287,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,1
2020-08-12,40.026582,116.103672,2020,35.35040907192471,28.273,0.2565,0.2043,181.0,13.2788,9.8321,49.0,33.8111,-16.1908,0.4608,1
2020-08-12,40.069132,116.384865,2020,32.945070829439,26.866,0.3283,0.142,37.0,2.284,18.9133,0.0,36.91,-20.643,0.4703,1
2020-08-12,40.178113,116.423676,2020,29.775341972513395,22.615,0.2516,0.2099,33.0,0.7577,14.1001,1.0,33.595,-19.782,0.4615,1
2020-08-12,40.079204,116.333495,2020,32.945070829439,15.674,0.3672,0.0956,43.0,1.5231,12.9317,0.0,85.1077,-14.271,0.4628,1
2020-08-12,40.033007,116.683391,2020,25.74193320203284,4.441,0.2934,0.1587,27.0,1.4707,10.9519,2.0,113.8136,-7.9888,0.4521,1
2020-08-12,40.068865,116.330175,2020,32.945070829439,22.263,0.3586,0.1079,46.0,3.3936,10.1148,1.0,60.9802,-17.4608,0.4665,1
2020-08-12,40.344046,116.567934,2020,22.62069218676833,14.984,0.2454,0.2249,74.0,3.3936,11.031,6.0,38.272,-18.663,0.4703,1
2020-08-12,40.295281,116.648351,2020,22.61170935831085,4.71,0.2533,0.1942,43.0,0.9361,11.4038,3.0,108.009,-8.176,0.4475,1
2020-08-12,40.340813,116.750316,2020,16.304933311503397,5.689,0.2277,0.2321,54.0,1.5231,11.3223,2.0,84.3213,-13.6101,0.4598,1
2020-08-12,40.400093,116.877933,2020,10.776686225098794,6.536,0.2237,0.2588,97.0,1.5152,10.9221,7.0,35.74,-18.023,0.4825,1
2020-08-17,39.799393,116.223216,2020,0.0,0.0,0.2989,0.1624,56.0,2.2264,10.5369,1.0,98.591,-9.106,0.4475,0
2020-08-17,39.705649,116.229085,2020,0.0,0.0,0.2989,0.1624,45.0,6.448,10.5684,2.0,98.591,-9.106,0.4475,0
2020-08-19,39.954526,116.547189,2020,3.8296921771520367,0.192,0.2989,0.1624,31.0,2.6641,10.3572,2.0,125.312,-7.795,0.4646,0
2020-08-19,39.902702,116.571962,2020,3.8296921771520367,0.192,0.2989,0.1624,30.0,0.7577,13.9178,2.0,125.312,-7.795,0.4646,0
2020-08-19,39.867612,116.271426,2020,3.9503818192842304,0.723,0.2989,0.1624,51.0,1.2948,13.0252,0.0,88.1144,-15.2288,0.4666,0
2020-08-19,39.873181,116.289278,2020,3.9503818192842304,0.181,0.2989,0.1624,48.0,1.1967,11.5636,0.0,126.984,-7.82,0.4657,0
2020-08-20,39.89635,116.29049,2020,0.0,0.0,0.2989,0.1624,56.0,2.4612,10.4366,1.0,126.984,-7.82,0.4657,0
2020-08-20,39.861699,116.271426,2020,0.0,0.0,0.2989,0.1624,54.0,3.483,10.0887,2.0,29.81,-26.342,0.468,0
2020-08-20,39.854141,116.261096,2020,0.0,0.0,0.2989,0.1624,56.0,1.1967,11.1581,4.0,29.945,-26.3163,0.468,0
2020-08-20,39.842625,116.257933,2020,0.0,0.0,0.2989,0.1624,51.0,3.159,10.592,0.0,31.3152,-24.5368,0.4647,0
2020-08-20,39.845321,116.257168,2020,0.0,0.0,0.2989,0.1624,53.0,3.3084,10.5457,2.0,30.0609,-26.0411,0.4674,0
2021-06-19,39.863404,116.567311,2021,0.0,0.0,0.2989,0.1624,28.0,6.1805,9.5125,2.0,32.307,-20.326,0.4861,0
2021-06-19,39.823868,116.506227,2021,0.0,0.0,0.2989,0.1624,35.0,2.3148,10.4979,4.0,126.766,-7.856,0.4646,0
2021-06-22,40.254534,116.53804,2021,0.0,0.0,0.2989,0.1624,55.0,1.4707,12.2047,0.0,125.294,-7.837,0.4648,0
2021-06-23,40.107676,116.562609,2021,1.1421355804557798,0.0,0.2989,0.1624,35.0,4.1189,11.0191,0.0,82.8652,-15.6816,0.463,0
2021-06-25,40.233214,116.358662,2021,16.811765648812308,10.895,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2021-06-25,40.232568,116.228636,2021,14.894173747989468,11.204,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2021-06-25,40.344046,116.567934,2021,15.753660770879224,9.994,0.1672,0.3031,74.0,3.3936,11.031,6.0,38.272,-18.663,0.4703,1
2021-06-27,39.903502,116.317032,2021,0.0,0.0,0.2989,0.1624,53.0,0.9264,11.4142,4.0,0.01,-10.0,0.1,0
2021-06-28,40.340813,116.750316,2021,0.0,0.0,0.2989,0.1624,54.0,1.5231,11.3223,2.0,84.3213,-13.6101,0.4598,0
2021-06-28,40.233214,116.358662,2021,0.0,0.0,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2021-06-28,39.903404,116.285473,2021,0.0,0.0,0.2989,0.1624,61.0,2.842,10.9856,4.0,0.01,-10.0,0.1,0
2021-06-28,39.929543,116.248293,2021,0.0,0.0,0.2989,0.1624,67.0,3.044,10.2237,6.0,38.423,-17.839,0.4738,0
2021-06-28,39.923921,116.238857,2021,0.0,0.0,0.2989,0.1624,88.0,8.9136,10.0584,27.0,121.5719,-8.4323,0.4662,0
2021-06-28,40.033469,116.231435,2021,0.0,0.0,0.2989,0.1624,95.0,13.159,8.7429,37.0,37.8012,-17.5136,0.4748,0
2021-07-01,40.233214,116.358662,2021,26.407828481031668,19.636,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2021-07-01,40.232568,116.228636,2021,21.58591461244228,17.896,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2021-07-01,40.094656,116.551254,2021,33.78432150770054,3.556,0.1661,0.2987,34.0,1.2948,15.8626,2.0,124.336,-7.837,0.4648,1
2021-07-01,40.069132,116.384865,2021,56.91163310182303,48.073,0.2432,0.2271,37.0,2.284,18.9133,0.0,36.91,-20.643,0.4703,1
2021-07-03,40.233214,116.358662,2021,49.00498951117625,42.233,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2021-07-03,40.232568,116.228636,2021,43.33553918552772,39.646,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2021-07-03,39.704511,116.129163,2021,64.744943255052,55.872,0.1923,0.2671,42.0,2.1281,10.5821,1.0,34.017,-16.4538,0.4594,1
2021-07-03,39.705649,116.229085,2021,58.5056371478744,16.713,0.2014,0.2461,45.0,6.448,10.5684,2.0,98.591,-9.106,0.4475,1
2021-07-03,40.069132,116.384865,2021,60.9260764384054,52.087,0.2432,0.2271,37.0,2.284,18.9133,0.0,36.91,-20.643,0.4703,1
2021-07-03,39.774398,116.166069,2021,64.744943255052,4.986,0.2342,0.2306,44.0,3.0558,12.7047,0.0,128.874,-7.837,0.4648,1
2021-07-03,40.079204,116.333495,2021,60.9260764384054,27.771,0.2751,0.1877,43.0,1.5231,12.9317,0.0,85.1077,-14.271,0.4628,1
2021-07-04,40.379651,115.881031,2021,0.0,0.0,0.2989,0.1624,504.0,2.611,10.3774,7.0,41.6159,-16.8446,0.4646,0
2021-07-05,40.233214,116.358662,2021,0.989057463832414,0.0,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2021-07-05,40.232568,116.228636,2021,0.1928369711416634,0.0,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2021-07-05,40.406625,115.940856,2021,0.7093606562714153,0.0,0.1857,0.2951,496.0,0.3809,12.7086,0.0,46.278,-20.601,0.4808,1
2021-07-05,39.903502,116.317032,2021,2.748196565367914,0.748,0.2672,0.0,53.0,0.9264,11.4142,4.0,0.01,-10.0,0.1,1
2021-07-07,40.406625,115.940856,2021,0.0,0.0,0.2989,0.1624,496.0,0.3809,12.7086,0.0,46.278,-20.601,0.4808,0
2021-07-12,40.233214,116.358662,2021,137.73984653379273,130.968,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2021-07-12,40.232568,116.228636,2021,125.48685652994688,121.797,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2021-07-12,40.104259,116.154837,2021,94.08768978315732,83.125,0.2222,0.2516,45.0,2.4612,12.3084,0.0,39.8906,-19.8321,0.4738,1
2021-07-12,40.357085,116.821258,2021,132.2571768900677,125.159,0.1726,0.3047,63.0,0.6047,19.1073,0.0,27.511,-25.627,0.4773,1
2021-07-12,40.340813,116.750316,2021,140.9264068273865,92.68,0.1795,0.2803,54.0,1.5231,11.3223,2.0,84.3213,-13.6101,0.4598,1
2021-07-18,40.233214,116.358662,2021,149.88865163995342,143.117,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2021-07-18,40.232568,116.228636,2021,145.04897730495887,141.359,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2021-07-18,40.104259,116.154837,2021,157.8247548086109,146.862,0.2222,0.2516,45.0,2.4612,12.3084,0.0,39.8906,-19.8321,0.4738,1
2021-07-18,40.344046,116.567934,2021,63.830947275243446,53.115,0.2047,0.2656,74.0,3.3936,11.031,6.0,38.272,-18.663,0.4703,1
2021-07-18,40.026582,116.103672,2021,96.43815553891756,88.236,0.2152,0.2456,181.0,13.2788,9.8321,49.0,33.8111,-16.1908,0.4608,1
2021-07-18,39.85523,116.220412,2021,54.238942613392325,39.367,0.2062,0.2603,57.0,0.3809,16.6206,0.0,46.7405,-22.8765,0.4665,1
2021-07-18,40.178113,116.423676,2021,65.08024465635786,58.769,0.2832,0.1783,33.0,0.7577,14.1001,1.0,33.595,-19.782,0.4615,1
2021-07-18,39.832871,116.288638,2021,54.238942613392325,47.77,0.2753,0.1844,54.0,3.9311,10.3728,6.0,33.573,-21.829,0.4597,1
2021-07-27,40.233214,116.358662,2021,48.74129398104638,41.97,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2021-07-27,40.232568,116.228636,2021,10.472845533324646,7.091,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2021-07-27,39.704511,116.129163,2021,70.61888611180773,64.228,0.2824,0.177,42.0,2.1281,10.5821,1.0,34.017,-16.4538,0.4594,1
2021-07-27,39.799393,116.223216,2021,63.83422180784082,22.071,0.2696,0.1779,56.0,2.2264,10.5369,1.0,98.591,-9.106,0.4475,1
2021-07-27,39.842625,116.257933,2021,63.19321708971325,58.937,0.3489,0.1158,51.0,3.159,10.592,0.0,31.3152,-24.5368,0.4647,1
2021-07-27,39.810888,116.204004,2021,63.19321708971325,31.309,0.3354,0.1121,51.0,1.4707,19.3487,0.0,108.5235,-8.1711,0.4475,1
2021-07-27,39.85523,116.220412,2021,63.19321708971325,54.298,0.3211,0.1454,57.0,0.3809,16.6206,0.0,46.7405,-22.8765,0.4665,1
2021-07-27,39.845321,116.257168,2021,63.19321708971325,59.254,0.3573,0.1101,53.0,3.3084,10.5457,2.0,30.0609,-26.0411,0.4674,1
2021-07-27,39.854141,116.261096,2021,63.19321708971325,59.39,0.3635,0.1045,56.0,1.1967,11.1581,4.0,29.945,-26.3163,0.468,1
2021-07-27,39.903404,116.285473,2021,83.39001964451766,81.39,0.3826,0.0,61.0,2.842,10.9856,4.0,0.01,-10.0,0.1,1
2021-07-27,39.837833,116.216258,2021,63.19321708971325,41.773,0.3815,0.066,54.0,0.3809,12.9963,0.0,98.591,-9.106,0.4475,1
2021-08-09,40.233214,116.358662,2021,21.629498905330443,14.858,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2021-08-09,40.232568,116.228636,2021,12.517850039312991,8.828,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2021-08-09,39.902702,116.571962,2021,64.71234777298066,20.347,0.3465,0.1181,30.0,0.7577,13.9178,2.0,125.312,-7.795,0.4646,1
2021-08-14,40.233214,116.358662,2021,8.984952400518205,5.138,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2021-08-14,40.232568,116.228636,2021,2.5529506689280512,0.463,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2021-08-14,39.854141,116.261096,2021,1.5445799409890684,0.0,0.3807,0.0873,56.0,1.1967,11.1581,4.0,29.945,-26.3163,0.468,1
2021-08-16,40.233214,116.358662,2021,2.699293435710949,0.514,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2021-08-16,40.232568,116.228636,2021,1.449832383323021,0.0,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2021-08-16,39.923921,116.238857,2021,1.1415141054198903,0.0,0.2513,0.2149,88.0,8.9136,10.0584,27.0,121.5719,-8.4323,0.4662,1
2021-08-16,40.044782,116.309719,2021,1.3537512203424935,0.0,0.3154,0.1527,47.0,1.1424,17.998,0.0,50.6644,-18.8246,0.4681,1
2021-08-16,39.842625,116.257933,2021,0.8831423646562895,0.0,0.3118,0.1529,51.0,3.159,10.592,0.0,31.3152,-24.5368,0.4647,1
2021-08-16,40.079204,116.333495,2021,1.3537512203424935,0.0,0.3559,0.1069,43.0,1.5231,12.9317,0.0,85.1077,-14.271,0.4628,1
2021-08-16,39.867612,116.271426,2021,0.8831423646562895,0.0,0.4787,0.0,51.0,1.2948,13.0252,0.0,88.1144,-15.2288,0.4666,1
2021-08-16,39.873181,116.289278,2021,0.8831423646562895,0.0,0.4225,0.0432,48.0,1.1967,11.5636,0.0,126.984,-7.82,0.4657,1
2021-08-16,39.845321,116.257168,2021,0.8831423646562895,0.0,0.3519,0.1155,53.0,3.3084,10.5457,2.0,30.0609,-26.0411,0.4674,1
2021-08-16,39.903404,116.285473,2021,1.1415141054198903,0.0,0.2853,0.0,61.0,2.842,10.9856,4.0,0.01,-10.0,0.1,1
2021-08-16,39.929543,116.248293,2021,1.1415141054198903,0.0,0.3114,0.1624,67.0,3.044,10.2237,6.0,38.423,-17.839,0.4738,1
2021-08-23,40.233214,116.358662,2021,0.0,0.0,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2021-08-23,40.232568,116.228636,2021,0.0,0.0,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2021-08-23,39.929403,116.168682,2021,0.0,0.0,0.3315,0.1342,110.0,17.8898,9.3366,32.0,126.984,-7.82,0.4657,1
2021-09-03,39.898579,116.653324,2021,0.0,0.0,0.2989,0.1624,27.0,1.6633,11.9274,2.0,125.312,-7.795,0.4646,0
2021-09-03,39.891351,116.678817,2021,0.0,0.0,0.2989,0.1624,22.0,4.4043,10.2587,1.0,109.8204,-8.0396,0.4478,0
2021-09-04,40.233214,116.358662,2021,42.46871503973773,35.697,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2021-09-04,40.232568,116.228636,2021,47.714592071944246,44.025,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2021-09-04,39.929403,116.168682,2021,58.815288644269934,8.719,0.3357,0.13,110.0,17.8898,9.3366,32.0,126.984,-7.82,0.4657,1
2021-09-07,39.682531,116.413385,2021,0.0,0.0,0.2989,0.1624,32.0,2.7874,11.0051,0.0,68.8305,-14.639,0.4683,0
2021-09-08,39.90671,116.436755,2021,0.5238335275388356,0.0,0.2989,0.1624,47.0,11.6665,9.2726,3.0,0.01,-10.0,0.1,0
2021-09-08,39.98824,116.49855,2021,0.5238335275388356,0.0,0.2989,0.1624,35.0,1.6488,15.1813,0.0,118.012,-7.9198,0.4579,0
2021-09-08,39.94431,116.48999,2021,0.5238335275388356,0.0,0.2989,0.1624,37.0,1.1062,11.6422,1.0,135.6412,-7.242,0.4574,0
2021-09-08,39.987914,116.442261,2021,0.5238335275388356,0.0,0.2989,0.1624,40.0,2.5884,16.7688,0.0,30.2547,-22.5196,0.4619,0
2021-09-08,39.97912,116.478515,2021,0.5238335275388356,0.0,0.2989,0.1624,40.0,3.3653,10.1232,1.0,123.5423,-7.8387,0.4647,0
2021-09-10,39.818168,116.153772,2021,0.0,0.0,0.2989,0.1624,95.0,2.7289,10.3332,27.0,39.124,-18.4,0.4703,0
2022-06-04,40.357085,116.821258,2022,1.5238489790041942,0.0,0.2989,0.1624,63.0,0.6047,19.1073,0.0,27.511,-25.627,0.4773,0
2022-06-09,39.954526,116.547189,2022,0.0,0.0,0.2989,0.1624,31.0,2.6641,10.3572,2.0,125.312,-7.795,0.4646,0
2022-06-09,39.902702,116.571962,2022,0.0,0.0,0.2989,0.1624,30.0,0.7577,13.9178,2.0,125.312,-7.795,0.4646,0
2022-06-09,39.799393,116.223216,2022,0.0,0.0,0.2989,0.1624,56.0,2.2264,10.5369,1.0,98.591,-9.106,0.4475,0
2022-06-09,39.705649,116.229085,2022,0.0,0.0,0.2989,0.1624,45.0,6.448,10.5684,2.0,98.591,-9.106,0.4475,0
2022-06-12,40.233214,116.358662,2022,11.099504704076937,6.693,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2022-06-12,40.232568,116.228636,2022,5.126401273271972,2.617,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2022-06-12,40.344046,116.567934,2022,19.64221487141529,12.819,0.1704,0.2999,74.0,3.3936,11.031,6.0,38.272,-18.663,0.4703,1
2022-06-12,40.357085,116.821258,2022,55.123468440739934,48.741,0.2123,0.265,63.0,0.6047,19.1073,0.0,27.511,-25.627,0.4773,1
2022-06-15,39.979006,116.755724,2022,0.0,0.0,0.2989,0.1624,25.0,3.9311,9.9673,3.0,137.867,-6.652,0.4453,0
2022-06-15,39.916119,116.724731,2022,0.0,0.0,0.2989,0.1624,28.0,2.2115,10.5436,7.99,137.867,-6.652,0.4453,0
2022-06-19,39.903404,116.285473,2022,0.0,0.0,0.2989,0.1624,61.0,2.842,10.9856,4.0,0.01,-10.0,0.1,0
2022-06-19,39.929543,116.248293,2022,0.0,0.0,0.2989,0.1624,67.0,3.044,10.2237,6.0,38.423,-17.839,0.4738,0
2022-06-19,40.026582,116.103672,2022,0.0,0.0,0.2989,0.1624,181.0,13.2788,9.8321,49.0,33.8111,-16.1908,0.4608,0
2022-06-19,39.923921,116.238857,2022,0.0,0.0,0.2989,0.1624,88.0,8.9136,10.0584,27.0,121.5719,-8.4323,0.4662,0
2022-06-19,40.001512,116.100856,2022,0.0,0.0,0.2989,0.1624,137.0,3.7224,10.022,7.0,36.477,-16.417,0.4673,0
2022-06-20,40.107676,116.562609,2022,0.0,0.0,0.2989,0.1624,35.0,4.1189,11.0191,0.0,82.8652,-15.6816,0.463,0
2022-06-20,40.406625,115.940856,2022,0.0,0.0,0.2989,0.1624,496.0,0.3809,12.7086,0.0,46.278,-20.601,0.4808,0
2022-06-21,39.898579,116.653324,2022,0.4638740384925406,0.0,0.2989,0.1624,27.0,1.6633,11.9274,2.0,125.312,-7.795,0.4646,0
2022-06-21,39.891351,116.678817,2022,0.4638740384925406,0.0,0.2989,0.1624,22.0,4.4043,10.2587,1.0,109.8204,-8.0396,0.4478,0
2022-06-22,40.108571,116.638516,2022,4.565174153511929,0.264,0.2989,0.1624,37.0,3.3084,11.2389,0.0,125.566,-7.837,0.4648,0
2022-06-23,39.682531,116.413385,2022,0.3314955956963391,0.0,0.2989,0.1624,32.0,2.7874,11.0051,0.0,68.8305,-14.639,0.4683,0
2022-06-24,39.818168,116.153772,2022,0.0,0.0,0.2989,0.1624,95.0,2.7289,10.3332,27.0,39.124,-18.4,0.4703,0
2022-06-25,39.90671,116.436755,2022,0.0,0.0,0.2989,0.1624,47.0,11.6665,9.2726,3.0,0.01,-10.0,0.1,0
2022-06-25,39.98824,116.49855,2022,0.0,0.0,0.2989,0.1624,35.0,1.6488,15.1813,0.0,118.012,-7.9198,0.4579,0
2022-06-25,39.94431,116.48999,2022,0.0,0.0,0.2989,0.1624,37.0,1.1062,11.6422,1.0,135.6412,-7.242,0.4574,0
2022-06-25,39.987914,116.442261,2022,0.0,0.0,0.2989,0.1624,40.0,2.5884,16.7688,0.0,30.2547,-22.5196,0.4619,0
2022-06-25,39.97912,116.478515,2022,0.0,0.0,0.2989,0.1624,40.0,3.3653,10.1232,1.0,123.5423,-7.8387,0.4647,0
2022-07-01,40.233214,116.358662,2022,14.70832944956659,9.347,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2022-07-01,40.232568,116.228636,2022,16.419567544778392,12.73,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2022-07-01,39.832871,116.288638,2022,34.11748655955117,29.127,0.3304,0.1293,54.0,3.9311,10.3728,6.0,33.573,-21.829,0.4597,1
2022-07-03,40.233214,116.358662,2022,29.28207940214588,22.51,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2022-07-03,40.232568,116.228636,2022,24.978269718223345,21.289,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2022-07-03,40.090761,116.660893,2022,51.154881131468784,5.068,0.2471,0.2177,38.0,4.4401,9.8451,2.0,125.566,-7.837,0.4648,1
2022-07-09,40.357085,116.821258,2022,0.0,0.0,0.2989,0.1624,63.0,0.6047,19.1073,0.0,27.511,-25.627,0.4773,0
2022-07-24,39.854141,116.261096,2022,0.0,0.0,0.2989,0.1624,56.0,1.1967,11.1581,4.0,29.945,-26.3163,0.468,0
2022-07-24,39.842625,116.257933,2022,0.0,0.0,0.2989,0.1624,51.0,3.159,10.592,0.0,31.3152,-24.5368,0.4647,0
2022-07-24,39.845321,116.257168,2022,0.0,0.0,0.2989,0.1624,53.0,3.3084,10.5457,2.0,30.0609,-26.0411,0.4674,0
2022-07-27,40.233214,116.358662,2022,41.77280214442632,35.001,0.2989,0.1624,69.0,0.7577,11.6152,15.0,37.0248,-18.9614,0.4679,0
2022-07-27,40.232568,116.228636,2022,27.480131064563967,23.79,0.2989,0.1624,90.0,6.6853,9.4334,16.0,22.833,-21.265,0.4503,0
2022-07-27,39.906121,116.618658,2022,75.15341776126122,30.152,0.3448,0.1198,26.0,1.9036,12.3031,0.0,125.312,-7.795,0.4646,1
2022-07-27,39.982802,116.522222,2022,141.70883461486284,115.562,0.3986,0.0489,35.0,1.4707,10.9519,4.0,109.54,-8.044,0.4475,1
2022-07-27,39.94431,116.48999,2022,137.26535763674335,91.207,0.3524,0.105,37.0,1.1062,11.6422,1.0,135.6412,-7.242,0.4574,1
2022-07-27,39.988653,116.509659,2022,141.70883461486284,115.562,0.4047,0.0428,34.0,1.2948,12.9511,0.0,109.54,-8.044,0.4475,1
